chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_M_1	NLS_E_M_2	NLS_E_M_3	NLS_E_M_4
chr12	 12215166	 12215186	chr12-9708	    4.41	-	ENSG00000070018	LRP6	intron	intron	intron	1	1.713732e-05	3	1	1	1	0	0	0	0	0	0	2	0	0	0	0	1	9	4.927298e-06	0	1.891364e-06	0
chr12	 12230298	 12230318	chr12-691	   33.90	-	ENSG00000070018	LRP6	intron	intron	intron	1	0.0001164825	3	3	3	2	2	2	1	1	0	2	2	2	0	0	1	1	25	4.927298e-06	6.834289e-06	0	0
chr12	 13046175	 13046195	chr12-315	  172.30	+	ENSG00000084444	FAM234B	intron	intron	intron	1	0.0008576755	3	3	3	3	2	2	2	2	3	3	3	3	4	3	2	1	42	4.927298e-06	0	3.782728e-05	1.88456e-05
chr12	 14366943	 14366963	chr12-8357	    4.41	+	ENSG00000171681	ATF7IP	intron|CDS_Retained_intron	CDS_RI	intron	2	1.432154e-05	1	1	0	1	1	1	0	0	1	2	2	0	0	0	0	0	10	4.927298e-06	0	0	2.093956e-06
chr12	 14403107	 14403127	chr12-19458	    3.08	+	ENSG00000171681	ATF7IP	intron|CDS_Retained_intron	CDS_RI	intron	2	1.865643e-05	0	0	1	2	1	1	0	1	0	0	2	0	0	0	1	0	9	4.927298e-06	6.834289e-06	0	0
chr12	 14482230	 14482250	chr12-2295	   11.50	+	ENSG00000171681	ATF7IP	3'UTR|intron	3'UTR	3'UTR	2	4.875124e-05	2	1	1	2	1	1	1	1	0	2	3	2	0	0	0	0	17	4.927298e-06	6.834289e-06	1.891364e-06	0
chr12	 15694627	 15694647	chr12-3968	    9.25	-	ENSG00000151491	EPS8	intron	intron	intron	1	2.520562e-05	1	2	0	3	1	1	1	0	1	2	2	0	0	0	1	0	15	0	6.834289e-06	0	2.093956e-06
chr12	 15787044	 15787064	chr12-10690	    4.41	-	ENSG00000151491	EPS8	intron	intron	intron	1	2.014779e-05	2	2	0	1	1	1	0	0	0	0	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr12	 15921081	 15921101	chr12-29521	    2.20	+	ENSG00000023697	DERA	intron	intron	intron	1	1.542328e-05	1	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	6	4.927298e-06	6.834289e-06	0	0
chr12	 15986917	 15986937	chr12-17281	    3.08	+	ENSG00000023697	DERA	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.372337e-05	2	0	1	1	0	1	0	0	0	1	2	0	0	0	0	0	8	0	6.834289e-06	1.891364e-06	0
chr12	 15990464	 15990484	chr12-5864	    6.17	+	ENSG00000023697	DERA	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.280104e-05	2	2	1	2	1	0	0	0	0	0	2	1	0	0	0	0	11	0	6.834289e-06	0	2.093956e-06
chr12	 16036124	 16036144	chr12-12602	    3.97	+	ENSG00000023697	DERA	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	9.398125e-06	1	1	1	1	1	1	0	0	0	0	2	0	0	0	0	0	8	0	0	1.891364e-06	2.093956e-06
chr12	 16397793	 16397813	chr12-311	   41.40	+	ENSG00000008394	MGST1	intron	intron	intron	1	0.0001250662	3	3	3	3	2	1	0	1	2	3	2	1	0	0	0	1	25	4.927298e-06	6.834289e-06	0	0
chr12	 16423675	 16423695	chr12-1336	   28.20	+	ENSG00000008394	MGST1	intron|lncRNA	lncRNA	ncRNA	2	7.515299e-05	3	3	1	3	1	1	1	1	1	1	2	1	0	0	0	0	19	4.927298e-06	6.834289e-06	0	0
chr12	 16435442	 16435462	chr12-1687	   19.40	+	ENSG00000008394	MGST1	intron|lncRNA	lncRNA	ncRNA	2	9.645873e-05	3	3	3	3	0	1	1	0	1	3	2	1	0	1	0	0	22	4.927298e-06	0	0	2.093956e-06
chr12	 16442513	 16442533	chr12-734	   27.80	+	ENSG00000008394	MGST1	intron|lncRNA	lncRNA	ncRNA	2	6.457683e-05	3	3	2	3	2	1	1	0	0	0	2	1	0	1	0	0	19	0	6.834289e-06	0	2.093956e-06
chr12	 16503208	 16503228	chr12-6004	    5.73	+	ENSG00000008394	MGST1	intron	intron	intron	1	2.496556e-05	2	0	2	2	1	0	1	1	0	1	2	0	0	0	0	0	12	4.927298e-06	0	1.891364e-06	0
chr12	 16551606	 16551626	chr12-84	  103.60	+	ENSG00000008394	MGST1	intron	intron	intron	1	0.0003856825	3	3	3	3	2	2	0	0	3	4	3	0	0	0	0	1	27	4.927298e-06	0	5.674092e-06	2.093956e-06
chr12	 16579739	 16579759	chr12-17844	    3.08	+	ENSG00000008394	MGST1	intron|TE	TE	TE	2	1.466016e-05	1	1	1	1	1	0	1	0	1	1	2	0	0	0	0	0	10	4.927298e-06	0	1.891364e-06	0
chr12	 16880096	 16880116	chr12-8052	    6.61	-			unannotated	UnAn	UnAn	1	0.0001074314	1	0	0	0	1	1	1	1	0	0	2	0	0	0	0	3	10	0	0	1.891364e-06	2.093956e-06
chr12	 17745516	 17745536	chr12-5020	    6.61	-			unannotated	UnAn	UnAn	1	8.774396e-05	1	0	3	0	1	1	0	0	1	4	2	2	0	0	0	2	17	4.927298e-06	0	0	2.093956e-06
chr12	 17779383	 17779403	chr12-6078	    6.17	+			unannotated	UnAn	UnAn	1	2.570417e-05	3	2	2	2	0	2	0	1	0	1	2	0	0	0	0	0	15	0	6.834289e-06	1.891364e-06	0
chr12	 17789303	 17789323	chr12-9058	    6.17	+			unannotated	UnAn	UnAn	1	2.820453e-05	0	1	0	0	1	1	1	0	0	1	2	1	0	0	0	0	8	4.927298e-06	6.834289e-06	0	0
chr12	 17889784	 17889804	chr12-6113	    6.61	-			unannotated	UnAn	UnAn	1	2.356204e-05	0	2	0	1	1	2	0	1	1	2	2	0	0	0	0	0	12	4.927298e-06	6.834289e-06	0	0
chr12	 17898451	 17898471	chr12-17850	    3.08	-			unannotated	UnAn	UnAn	1	1.411225e-05	0	1	0	1	2	2	0	0	0	1	2	0	0	0	0	0	9	0	6.834289e-06	1.891364e-06	0
chr12	 18055907	 18055927	chr12-24967	    2.20	+			TE|unannotated	TE	TE	2	9.757068e-06	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	4	0	0	1.891364e-06	4.187912e-06
chr12	 19134245	 19134265	chr12-549	   35.70	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001677418	3	3	3	3	2	1	1	2	2	2	2	2	0	0	1	1	28	9.854595e-06	0	1.891364e-06	0
chr12	 19134578	 19134598	chr12-3092	    8.37	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	2.96944e-05	2	3	0	1	1	2	0	0	1	1	2	0	0	0	0	0	13	4.927298e-06	6.834289e-06	0	0
chr12	 19136362	 19136382	chr12-1301	   17.20	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	5.646969e-05	3	3	3	3	2	1	0	0	2	2	2	0	0	0	1	0	22	0	6.834289e-06	0	2.093956e-06
chr12	 19136849	 19136869	chr12-4483	    7.49	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	2.420564e-05	1	1	2	2	1	1	0	1	0	1	2	0	0	0	0	0	12	0	6.834289e-06	0	2.093956e-06
chr12	 19147177	 19147197	chr12-8261	    4.85	+	ENSG00000052126	PLEKHA5	intron|lncRNA|CDS_Retained_intron	lncRNA	ncRNA	3	1.604959e-05	3	2	1	2	1	1	0	0	0	1	2	0	0	0	0	0	13	0	0	1.891364e-06	2.093956e-06
chr12	 19153153	 19153173	chr12-5044	   10.10	+	ENSG00000052126	PLEKHA5	intron|lncRNA|CDS_Retained_intron	lncRNA	ncRNA	3	4.414111e-05	1	1	0	1	1	1	0	1	1	1	3	1	0	0	0	0	12	1.478189e-05	6.834289e-06	0	2.093956e-06
chr12	 19167442	 19167462	chr12-4279	    8.81	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	3.669935e-05	2	3	2	3	2	1	1	0	0	0	2	0	1	0	0	0	17	4.927298e-06	0	1.891364e-06	0
chr12	 19167586	 19167606	chr12-1309	   15.90	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	5.768226e-05	3	3	2	3	2	1	1	1	2	2	2	0	0	0	0	0	22	4.927298e-06	1.366858e-05	0	0
chr12	 19180809	 19180829	chr12-181	   53.80	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001332929	3	3	3	3	2	2	1	2	2	3	2	0	0	0	2	0	28	0	1.366858e-05	0	2.093956e-06
chr12	 19191161	 19191181	chr12-124	  115.00	+	ENSG00000052126	PLEKHA5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0004780684	3	3	3	3	1	2	1	1	2	2	2	1	0	1	2	0	27	1.478189e-05	6.834289e-06	0	0
chr12	 19196899	 19196919	chr12-2964	   10.60	+	ENSG00000052126	PLEKHA5	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.162163e-05	1	1	0	3	1	1	0	0	1	1	3	1	0	0	0	0	13	9.854595e-06	6.834289e-06	0	2.093956e-06
chr12	 19198945	 19198965	chr12-916	   26.00	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	5.823396e-05	2	3	2	3	2	2	0	1	1	2	2	0	0	0	1	0	21	4.927298e-06	6.834289e-06	0	0
chr12	 19233170	 19233190	chr12-383	   38.30	+	ENSG00000052126	PLEKHA5	intron|CDS_Retained_intron	CDS_RI	intron	2	8.657418e-05	3	3	3	3	1	1	1	1	1	3	2	0	0	0	1	0	23	0	6.834289e-06	0	2.093956e-06
chr12	 19297753	 19297773	chr12-22321	    2.64	-			unannotated	UnAn	UnAn	1	1.014048e-05	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	1	6	0	0	1.891364e-06	2.093956e-06
chr12	 19440979	 19440999	chr12-5551	    6.17	+	ENSG00000139154	AEBP2	intron	intron	intron	1	2.27527e-05	2	2	1	1	0	1	1	0	0	1	2	0	0	0	0	0	11	4.927298e-06	6.834289e-06	0	0
chr12	 19456022	 19456042	chr12-154	   85.50	-				UnAn	UnAn	0	0.0002578361	2	3	3	3	2	2	2	0	0	4	2	0	0	2	3	4	32	0	0	1.891364e-06	6.281867e-06
chr12	 19518262	 19518282	chr12-352	   33.90	+	ENSG00000139154	AEBP2	3'UTR|intron	3'UTR	3'UTR	2	0.0003068769	3	3	3	3	2	2	1	1	2	4	2	1	1	0	2	5	35	0	6.834289e-06	1.891364e-06	0
chr12	 19520068	 19520088	chr12-489	   39.20	+	ENSG00000139154	AEBP2	3'UTR|intron	3'UTR	3'UTR	2	0.0001950966	3	3	3	3	1	1	1	0	1	3	4	2	1	0	1	3	30	4.927298e-06	6.834289e-06	1.891364e-06	2.093956e-06
chr12	 19522521	 19522541	chr12-3944	    7.49	+	ENSG00000139154	AEBP2	downstream 10K|intron	intron	intron	2	3.600648e-05	2	3	1	2	1	1	0	0	0	2	2	0	0	0	0	0	14	4.927298e-06	0	0	8.375823e-06
chr12	 19530044	 19530064	chr12-32	  245.90	+	ENSG00000139154	AEBP2	downstream 10K|intron	intron	intron	2	0.0005445876	3	3	3	3	2	2	1	2	2	4	2	1	0	0	1	1	30	0	0	3.782728e-06	2.093956e-06
chr12	 19605612	 19605632	chr12-4895	    7.49	+	ENSG00000139154	AEBP2	intron	intron	intron	1	2.432534e-05	1	2	1	3	0	0	0	0	0	1	2	0	0	0	0	0	10	4.927298e-06	6.834289e-06	0	0
chr12	 20400944	 20400964	chr12-1653	   19.80	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	4.423306e-05	2	3	3	3	1	1	0	0	1	1	2	0	0	0	0	0	17	4.927298e-06	0	0	2.093956e-06
chr12	 20400944	 20400964	chr12-1653	   19.80	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	4.423306e-05	2	3	3	3	1	1	0	0	1	1	2	0	0	0	0	0	17	4.927298e-06	0	0	2.093956e-06
chr12	 20404843	 20404863	chr12-119	   93.00	+	ENSG00000172572	PDE3A	intron|Other|CDS_Retained_intron	Other	Other	3	0.0002406129	3	3	3	3	1	2	1	0	1	2	3	1	0	2	1	1	27	4.927298e-06	6.834289e-06	0	2.093956e-06
chr12	 20404843	 20404863	chr12-119	   93.00	+	ENSG00000172572	PDE3A	intron|Other|CDS_Retained_intron	Other	Other	3	0.0002406129	3	3	3	3	1	2	1	0	1	2	3	1	0	2	1	1	27	4.927298e-06	6.834289e-06	0	2.093956e-06
chr12	 20485841	 20485861	chr12-13767	    4.41	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	1.518682e-05	0	3	0	2	1	0	0	0	0	0	2	0	0	0	0	0	8	0	6.834289e-06	1.891364e-06	0
chr12	 20485841	 20485861	chr12-13767	    4.41	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	1.518682e-05	0	3	0	2	1	0	0	0	0	0	2	0	0	0	0	0	8	0	6.834289e-06	1.891364e-06	0
chr12	 20551459	 20551479	chr12-135	  192.20	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0008086086	3	3	3	3	2	2	1	1	3	4	2	2	2	2	3	4	40	0	0	5.106682e-05	1.88456e-05
chr12	 20551459	 20551479	chr12-135	  192.20	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0008086086	3	3	3	3	2	2	1	1	3	4	2	2	2	2	3	4	40	0	0	5.106682e-05	1.88456e-05
chr12	 20551519	 20551539	chr12-131	   61.30	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0005684283	3	3	3	3	2	2	2	1	2	4	2	2	2	2	3	5	41	0	0	6.052364e-05	1.675165e-05
chr12	 20551519	 20551539	chr12-131	   61.30	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0005684283	3	3	3	3	2	2	2	1	2	4	2	2	2	2	3	5	41	0	0	6.052364e-05	1.675165e-05
chr12	 22005886	 22005906	chr12-2147	   17.60	+				UnAn	UnAn	0	6.038858e-05	1	0	2	1	2	2	1	0	2	3	2	2	1	0	0	1	20	0	0	3.782728e-06	2.093956e-06
chr12	 22512486	 22512506	chr12-1480	   15.40	-	ENSG00000111731	C2CD5	intron|CDS_Retained_intron	CDS_RI	intron	2	4.641854e-05	1	3	3	2	1	1	1	1	1	2	2	1	0	0	0	0	19	0	6.834289e-06	7.565455e-06	0
chr12	 22516617	 22516637	chr12-6294	    6.61	-	ENSG00000111731	C2CD5	intron|CDS_Retained_intron	CDS_RI	intron	2	1.963014e-05	1	1	0	2	1	1	1	0	1	0	2	0	0	0	0	0	10	0	6.834289e-06	0	2.093956e-06
chr12	 22627161	 22627181	chr12-320	   49.40	+	ENSG00000139163	ETNK1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.000114236	3	3	3	3	1	2	1	0	2	3	2	1	0	0	1	0	25	4.927298e-06	6.834289e-06	0	0
chr12	 22632090	 22632110	chr12-497	   34.40	+	ENSG00000139163	ETNK1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	7.926869e-05	3	3	3	3	2	1	1	0	0	3	2	2	0	0	1	0	24	0	0	3.782728e-06	2.093956e-06
chr12	 22638576	 22638596	chr12-392	   49.80	+	ENSG00000139163	ETNK1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.000123797	3	3	3	3	1	1	2	1	1	3	2	1	0	1	0	0	25	4.927298e-06	6.834289e-06	0	0
chr12	 22640410	 22640430	chr12-22	  206.70	+	ENSG00000139163	ETNK1	intron|Other|CDS_Retained_intron	Other	Other	3	0.0007761803	3	3	3	3	2	2	1	1	2	5	4	1	0	1	2	0	33	1.478189e-05	1.366858e-05	5.674092e-06	1.465769e-05
chr12	 22660023	 22660043	chr12-3731	    7.93	+	ENSG00000139163	ETNK1	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	7.7161e-05	3	2	1	1	2	1	2	0	0	0	2	0	2	0	2	1	19	0	6.834289e-06	0	2.093956e-06
chr12	 22661261	 22661281	chr12-2327	   13.20	+	ENSG00000139163	ETNK1	downstream 10K|intron	intron	intron	2	4.326096e-05	3	2	0	2	2	1	1	1	1	1	2	1	0	0	1	0	18	0	6.834289e-06	0	2.093956e-06
chr12	 22663358	 22663378	chr12-1397	   16.70	+	ENSG00000139163	ETNK1	downstream 10K|intron	intron	intron	2	4.968389e-05	2	0	3	3	1	2	1	1	1	2	3	0	0	0	0	0	19	4.927298e-06	6.834289e-06	0	2.093956e-06
chr12	 22666472	 22666492	chr12-974	   21.60	+	ENSG00000139163	ETNK1	downstream 10K|intron	intron	intron	2	5.568204e-05	3	3	3	3	2	1	1	0	1	3	2	0	0	0	0	0	22	9.854595e-06	0	1.891364e-06	0
chr12	 22667067	 22667087	chr12-1471	   18.10	+	ENSG00000139163	ETNK1	downstream 10K|intron	intron	intron	2	6.105834e-05	2	2	3	3	2	1	1	1	1	2	2	0	0	0	1	0	21	4.927298e-06	6.834289e-06	0	0
chr12	 22668102	 22668122	chr12-1039	   20.30	+	ENSG00000139163	ETNK1	downstream 10K|intron	intron	intron	2	4.746731e-05	3	3	3	3	2	2	1	0	0	3	2	1	0	0	1	0	24	4.927298e-06	0	1.891364e-06	0
chr12	 22668534	 22668554	chr12-1310	   18.50	+	ENSG00000139163	ETNK1	downstream 10K|intron	intron	intron	2	6.117858e-05	3	3	3	3	1	2	1	1	1	2	2	0	0	0	1	0	23	4.927298e-06	0	0	2.093956e-06
chr12	 22686202	 22686222	chr12-86	  108.40	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	0.0004095702	3	3	3	3	2	2	2	1	1	3	3	3	0	0	2	5	36	4.927298e-06	6.834289e-06	0	2.093956e-06
chr12	 22686678	 22686698	chr12-321	   50.70	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	0.0001998397	3	3	3	3	2	2	2	1	1	4	2	1	0	1	1	2	31	0	0	1.891364e-06	2.093956e-06
chr12	 22686883	 22686903	chr12-15	  420.90	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	0.00135534	3	3	3	3	2	2	1	2	2	3	3	3	1	1	3	5	40	9.854595e-06	1.366858e-05	1.891364e-06	0
chr12	 22687230	 22687250	chr12-2570	   11.50	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	3.307023e-05	2	1	2	3	1	2	1	0	1	2	2	0	0	0	1	0	18	0	6.834289e-06	1.891364e-06	0
chr12	 23531669	 23531689	chr12-40	  308.50	-	ENSG00000134532	SOX5	3'UTR	3'UTR	3'UTR	1	0.000874212	3	3	3	3	2	2	1	2	2	4	3	3	1	2	2	5	41	4.927298e-06	0	1.891364e-06	2.093956e-06
chr12	 23624782	 23624802	chr12-5300	    6.61	-	ENSG00000134532	SOX5	intron|CDS_Retained_intron	CDS_RI	intron	2	2.514372e-05	3	3	2	1	1	0	1	0	0	1	2	0	0	0	0	0	14	4.927298e-06	0	0	2.093956e-06
chr12	 23629552	 23629572	chr12-1417	   18.10	-	ENSG00000134532	SOX5	intron|CDS_Retained_intron	CDS_RI	intron	2	4.74059e-05	3	3	3	3	1	1	0	0	1	1	2	0	0	0	0	0	18	0	6.834289e-06	0	2.093956e-06
chr12	 23640671	 23640691	chr12-5308	    7.93	-	ENSG00000134532	SOX5	intron|CDS_Retained_intron	CDS_RI	intron	2	2.691792e-05	2	3	0	2	1	0	0	0	1	0	2	1	0	0	0	0	12	0	6.834289e-06	1.891364e-06	0
chr12	 23718643	 23718663	chr12-837	   25.10	-	ENSG00000134532	SOX5	intron|CDS_Retained_intron	CDS_RI	intron	2	6.127538e-05	3	3	2	3	2	2	1	0	1	2	3	0	0	0	1	0	23	4.927298e-06	6.834289e-06	1.891364e-06	0
chr12	 23763383	 23763403	chr12-12099	    3.97	-	ENSG00000134532	SOX5	intron	intron	intron	1	1.374209e-05	1	1	1	2	0	0	0	0	1	1	2	0	0	0	0	0	9	4.927298e-06	0	0	2.093956e-06
chr12	 23765432	 23765452	chr12-6137	    5.73	-	ENSG00000134532	SOX5	intron	intron	intron	1	2.577091e-05	3	1	2	0	1	1	1	0	0	1	2	0	0	0	1	0	13	4.927298e-06	0	0	2.093956e-06
chr12	 23773696	 23773716	chr12-1855	   13.70	-	ENSG00000134532	SOX5	intron	intron	intron	1	3.495914e-05	3	3	3	3	0	1	0	0	2	1	2	0	0	0	0	0	18	0	0	1.891364e-06	2.093956e-06
chr12	 23777739	 23777759	chr12-996	   17.20	-	ENSG00000134532	SOX5	intron	intron	intron	1	6.650639e-05	3	3	3	2	0	1	0	0	1	2	2	2	0	0	1	0	20	4.927298e-06	0	0	6.281867e-06
chr12	 23787781	 23787801	chr12-4154	    9.70	-	ENSG00000134532	SOX5	intron	intron	intron	1	2.706613e-05	3	3	0	2	1	1	0	0	0	1	2	0	0	0	0	0	13	0	6.834289e-06	1.891364e-06	0
chr12	 23806568	 23806588	chr12-109	   92.10	-	ENSG00000134532	SOX5	intron	intron	intron	1	0.0002002509	3	3	3	3	1	2	0	0	2	3	2	2	0	0	1	2	27	4.927298e-06	0	0	2.093956e-06
chr12	 23816697	 23816717	chr12-10864	    3.97	-	ENSG00000134532	SOX5	intron	intron	intron	1	4.5331e-05	1	2	0	2	0	1	0	0	1	0	2	1	0	1	0	0	11	4.927298e-06	6.834289e-06	0	0
chr12	 23831783	 23831803	chr12-2277	   11.90	-	ENSG00000134532	SOX5	intron	intron	intron	1	3.404352e-05	3	3	3	3	0	1	0	0	0	1	2	0	0	0	0	0	16	0	6.834289e-06	0	2.093956e-06
chr12	 23854313	 23854333	chr12-11818	    3.53	-	ENSG00000134532	SOX5	intron	intron	intron	1	1.714917e-05	0	1	1	2	1	2	0	0	0	0	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr12	 23871632	 23871652	chr12-210	   54.20	-	ENSG00000134532	SOX5	intron	intron	intron	1	0.0001156932	3	3	3	3	2	0	1	0	1	2	2	0	0	0	1	0	21	0	6.834289e-06	1.891364e-06	0
chr12	 23886560	 23886580	chr12-9332	    5.29	-	ENSG00000134532	SOX5	intron	intron	intron	1	1.363229e-05	3	1	1	2	1	1	1	0	0	0	2	0	0	0	0	0	12	0	0	1.891364e-06	2.093956e-06
chr12	 23942335	 23942355	chr12-2097	   12.30	-	ENSG00000134532	SOX5	intron	intron	intron	1	3.541383e-05	3	2	3	3	1	2	1	0	1	2	2	0	0	0	1	0	21	4.927298e-06	0	1.891364e-06	0
chr12	 24072299	 24072319	chr12-2181	   13.20	-	ENSG00000134532	SOX5	intron	intron	intron	1	4.063884e-05	3	2	3	3	1	1	1	0	1	2	2	0	0	0	0	0	19	4.927298e-06	6.834289e-06	0	0
chr12	 24113412	 24113432	chr12-2777	   11.50	-	ENSG00000134532	SOX5	intron	intron	intron	1	4.255054e-05	3	3	2	2	1	1	1	1	1	3	2	0	0	0	0	0	20	0	1.366858e-05	0	2.093956e-06
chr12	 24144028	 24144048	chr12-10679	    4.41	-	ENSG00000134532	SOX5	intron	intron	intron	1	2.874687e-05	2	1	1	3	2	1	1	0	0	1	2	0	0	0	1	0	15	4.927298e-06	6.834289e-06	0	0
chr12	 24168875	 24168895	chr12-3824	    7.05	-	ENSG00000134532	SOX5	intron	intron	intron	1	4.884242e-05	2	3	2	2	2	1	1	1	1	1	2	1	0	0	0	0	19	4.927298e-06	6.834289e-06	0	0
chr12	 24195069	 24195089	chr12-2285	   16.70	-	ENSG00000134532	SOX5	intron	intron	intron	1	4.426675e-05	2	3	1	3	1	1	0	0	0	0	3	0	0	0	0	0	14	4.927298e-06	6.834289e-06	0	2.093956e-06
chr12	 24520441	 24520461	chr12-1247	   21.60	-	ENSG00000134532	SOX5	intron	intron	intron	1	0.0001267265	3	3	2	3	1	1	1	1	1	2	2	0	0	0	1	0	21	4.927298e-06	6.834289e-06	0	0
chr12	 25248588	 25248608	chr12-517	   30.40	-	ENSG00000133703	KRAS	intron	intron	intron	1	6.6551e-05	3	3	3	3	1	1	1	0	1	3	2	0	0	0	0	0	21	4.927298e-06	0	0	2.093956e-06
chr12	 26668717	 26668737	chr12-12087	    3.97	-	ENSG00000123104	ITPR2	intron	intron	intron	1	1.385664e-05	2	1	0	1	1	1	0	0	0	1	2	0	0	0	0	0	9	4.927298e-06	0	0	2.093956e-06
chr12	 27324150	 27324170	chr12-24455	    3.53	+	ENSG00000211455	STK38L	3'UTR	3'UTR	3'UTR	1	1.492321e-05	0	1	1	1	0	0	0	0	0	1	2	1	0	0	0	0	7	4.927298e-06	0	1.891364e-06	0
chr12	 27693435	 27693455	chr12-3704	    8.81	+	ENSG00000110841	PPFIBP1	3'UTR	3'UTR	3'UTR	1	7.330479e-05	1	1	3	2	1	1	0	0	1	1	2	1	1	1	0	0	16	4.927298e-06	0	1.891364e-06	0
chr12	 27695440	 27695460	chr12-2274	   12.80	+	ENSG00000110841	PPFIBP1	3'UTR	3'UTR	3'UTR	1	4.331455e-05	0	0	2	1	1	1	0	1	1	3	2	0	0	0	0	1	13	0	6.834289e-06	0	2.093956e-06
chr12	 27695491	 27695511	chr12-530	   28.60	+	ENSG00000110841	PPFIBP1	3'UTR	3'UTR	3'UTR	1	0.0001126797	1	3	3	3	1	2	1	1	0	3	2	1	0	0	1	1	23	4.927298e-06	6.834289e-06	0	0
chr12	 28227320	 28227340	chr12-16384	    3.08	+	ENSG00000123106	CCDC91	intron	intron	intron	1	1.554647e-05	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	5	4.927298e-06	6.834289e-06	0	0
chr12	 28233581	 28233601	chr12-14085	    6.17	+	ENSG00000123106	CCDC91	intron	intron	intron	1	1.887665e-05	0	1	2	1	0	2	0	1	0	1	2	0	0	0	0	0	10	4.927298e-06	0	0	2.093956e-06
chr12	 29390826	 29390846	chr12-896	   20.70	+	ENSG00000257599	OVCH1-AS1	intron|lncRNA	lncRNA	ncRNA	2	6.808076e-05	0	3	3	3	2	0	0	1	0	3	2	0	0	1	0	1	19	0	6.834289e-06	1.891364e-06	0
chr12	 29394367	 29394387	chr12-20	  518.70	+	ENSG00000257599	OVCH1-AS1	intron|Other|lncRNA	lncRNA	ncRNA	3	0.001825901	3	3	3	3	2	2	1	1	2	4	3	1	0	4	3	6	41	0	6.834289e-06	7.565455e-06	2.093956e-06
chr12	 30651839	 30651859	chr12-6437	    6.17	-	ENSG00000133704	IPO8	intron	intron	intron	1	1.906519e-05	3	1	1	2	0	1	1	0	0	1	2	0	0	0	0	0	12	4.927298e-06	0	0	2.093956e-06
chr12	 30844312	 30844332	chr12-6418	   63.50	-			unannotated	UnAn	UnAn	1	0.0005095006	3	3	3	3	2	2	2	1	1	3	2	3	2	0	1	2	33	0	0	1.891364e-06	6.281867e-06
chr12	 31562683	 31562703	chr12-477	   37.00	-	ENSG00000170456	DENND5B	intron	intron	intron	1	0.0001423808	2	3	3	3	2	1	0	1	1	2	2	2	0	1	0	0	23	4.927298e-06	6.834289e-06	0	0
