chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_I_M_1	NLS_I_M_2	NES_I_M_1	NES_I_M_2	G3BP_I_M_1	G3BP_I_M_2	G3BP_I_M_3	G3BP_I_M_4
chr14	 31196820	 31196840	chr14-202	   41.00	-	ENSG00000092148	HECTD1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001208449	3	3	3	3	2	2	1	1	1	3	2	1	1	0	0	0	26	2.470029e-06	7.625796e-07	1.198716e-06	0	0	0	3.920211e-06	0
chr14	 31197691	 31197711	chr14-841	   20.70	-	ENSG00000092148	HECTD1	intron|CDS_Retained_intron	CDS_RI	intron	2	4.704614e-05	3	3	2	3	2	1	1	1	1	3	1	0	0	0	0	0	21	6.175073e-07	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr14	 31199119	 31199139	chr14-4822	    5.29	-	ENSG00000092148	HECTD1	intron|CDS_Retained_intron	CDS_RI	intron	2	1.117757e-05	2	1	2	2	2	1	1	0	1	1	0	0	0	0	0	0	13	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr14	 31204603	 31204623	chr14-415	   26.40	-	ENSG00000092148	HECTD1	intron|CDS_Retained_intron	CDS_RI	intron	2	6.818637e-05	3	3	3	3	2	1	1	0	1	0	1	0	0	0	0	0	18	4.322551e-06	3.812898e-07	1.198716e-06	0	0	0	5.226948e-06	0
chr14	 31204965	 31204985	chr14-5105	    4.85	-	ENSG00000092148	HECTD1	intron|CDS_Retained_intron	CDS_RI	intron	2	1.766641e-05	1	2	0	1	2	1	1	0	1	1	0	0	0	1	0	0	11	1.235015e-06	3.812898e-07	1.198716e-06	0	0	4.743968e-06	0	0
chr14	 31205031	 31205051	chr14-1805	    9.70	-	ENSG00000092148	HECTD1	intron|CDS_Retained_intron	CDS_RI	intron	2	3.023366e-05	3	3	2	1	2	1	1	0	1	2	0	1	0	0	1	0	18	1.235015e-06	3.812898e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr14	 31206598	 31206618	chr14-210	   37.50	-	ENSG00000092148	HECTD1	intron|CDS_Retained_intron	CDS_RI	intron	2	9.450115e-05	3	3	3	3	2	2	1	1	1	3	0	0	0	0	0	0	22	1.852522e-06	3.812898e-07	2.397432e-06	0	0	0	2.613474e-06	0
chr14	 31291879	 31291899	chr14-442	   37.90	-	ENSG00000129493	HEATR5A	3'UTR	3'UTR	3'UTR	1	0.0001314108	1	3	3	2	2	2	1	1	1	3	0	1	1	0	1	2	24	4.940059e-06	1.143869e-06	5.99358e-06	0	0	0	1.306737e-06	0
chr14	 31292115	 31292135	chr14-306	   31.30	-	ENSG00000129493	HEATR5A	3'UTR	3'UTR	3'UTR	1	0.0001502894	1	3	3	2	2	2	1	1	2	4	1	1	0	1	2	4	30	1.235015e-06	3.812898e-06	1.198716e-06	0	0	4.743968e-06	2.613474e-06	0
chr14	 31293085	 31293105	chr14-42	   78.00	-	ENSG00000129493	HEATR5A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000228237	3	3	3	3	2	2	1	0	1	4	2	2	1	1	2	2	32	6.175073e-07	2.287739e-06	1.198716e-06	0	0	9.487936e-06	0	0
chr14	 31293271	 31293291	chr14-101	   74.90	-	ENSG00000129493	HEATR5A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002867502	3	3	3	3	2	2	1	1	1	3	1	0	2	0	1	2	28	1.852522e-06	3.812898e-07	1.198716e-06	0	0	0	5.226948e-06	0
chr14	 31294714	 31294734	chr14-994	   15.00	-	ENSG00000129493	HEATR5A	intron|CDS_Retained_intron	CDS_RI	intron	2	6.845115e-05	3	3	1	2	2	2	1	1	1	2	0	0	0	1	2	0	21	3.705044e-06	1.143869e-06	3.596148e-06	0	0	1.42319e-05	0	0
chr14	 31295757	 31295777	chr14-338	   38.30	-	ENSG00000129493	HEATR5A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001151483	2	3	3	3	2	2	1	2	2	3	0	0	0	0	0	0	23	8.027595e-06	7.625796e-07	1.078844e-05	0	0	1.42319e-05	9.147158e-06	0
chr14	 31338621	 31338641	chr14-1007	   18.10	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	5.667048e-05	3	3	3	1	2	1	1	1	1	2	0	0	0	1	1	0	20	2.470029e-06	3.812898e-07	4.794864e-06	0	0	0	5.226948e-06	0
chr14	 31341233	 31341253	chr14-490	   27.30	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	5.845902e-05	3	2	3	3	2	2	1	0	1	3	0	1	0	0	0	1	22	3.087537e-06	1.525159e-06	2.397432e-06	0	0	0	1.306737e-06	0
chr14	 31342906	 31342926	chr14-3310	   11.50	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	4.560776e-05	0	2	2	3	2	1	1	1	1	1	1	1	0	0	0	0	16	1.235015e-06	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr14	 31356617	 31356637	chr14-1427	   12.30	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	2.95745e-05	0	2	3	3	1	1	1	0	2	2	1	1	0	0	1	0	18	0	7.625796e-07	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
chr14	 31358486	 31358506	chr14-1798	   10.60	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	2.313263e-05	1	1	1	1	2	1	1	0	1	0	0	1	0	0	0	0	10	3.705044e-06	7.625796e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr14	 31366345	 31366365	chr14-2464	   12.30	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	5.300212e-05	2	2	2	3	2	1	1	1	1	4	0	0	1	0	0	0	20	6.175073e-07	7.625796e-07	1.198716e-06	0	0	0	3.920211e-06	0
chr14	 31380649	 31380669	chr14-5824	    4.41	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	2.272861e-05	3	1	0	2	2	1	0	0	2	2	0	1	0	0	0	0	14	6.175073e-07	3.812898e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr14	 31382514	 31382534	chr14-261	   49.40	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	0.0001292688	3	3	3	3	2	2	1	1	1	3	1	3	0	0	1	0	27	7.410088e-06	3.812898e-07	7.192296e-06	0	0	0	1.306737e-06	0
chr14	 31383360	 31383380	chr14-1108	   17.20	-	ENSG00000129493	HEATR5A	downstream 10K|intron|TE	TE	TE	3	4.330298e-05	2	3	1	3	2	1	1	0	1	3	0	1	0	0	0	0	18	6.175073e-07	7.625796e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr14	 31389064	 31389084	chr14-1416	   11.50	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	6.257585e-05	3	3	1	2	2	2	1	1	1	4	0	1	0	0	2	0	23	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr14	 31393118	 31393138	chr14-376	   28.20	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	7.382922e-05	3	3	3	3	2	1	1	1	1	3	2	1	0	0	1	0	25	2.470029e-06	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr14	 31393180	 31393200	chr14-404	   27.30	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	8.510703e-05	3	3	2	3	2	2	1	0	1	3	2	2	0	0	0	0	24	2.470029e-06	3.812898e-07	2.397432e-06	0	0	0	1.306737e-06	0
chr14	 31394846	 31394866	chr14-2276	    7.49	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	3.821218e-05	2	1	2	2	2	2	1	1	1	1	1	1	0	0	1	1	19	1.852522e-06	3.812898e-07	3.596148e-06	0	0	0	1.306737e-06	0
chr14	 31410076	 31410096	chr14-135	   55.10	-	ENSG00000129493	HEATR5A	intron	intron	intron	1	0.0001988065	3	3	3	3	2	2	1	1	2	3	0	4	0	0	2	2	31	5.557566e-06	7.625796e-07	1.198716e-06	0	0	9.487936e-06	5.226948e-06	0
chr14	 31417035	 31417055	chr14-95	   71.00	-	ENSG00000129493	HEATR5A	intron	intron	intron	1	0.0001891433	3	3	3	3	2	2	1	1	2	4	2	1	0	1	1	0	29	4.940059e-06	1.143869e-06	5.99358e-06	0	0	4.743968e-06	3.920211e-06	0
chr14	 31419261	 31419281	chr14-206	   42.30	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	0.0001147573	3	3	3	3	2	2	1	0	1	3	3	1	0	0	2	0	27	4.940059e-06	1.143869e-06	2.397432e-06	0	0	0	1.306737e-06	0
chr14	 31419715	 31419735	chr14-694	   21.60	-	ENSG00000129493	HEATR5A	downstream 10K|intron	intron	intron	2	9.548322e-05	2	3	3	3	2	1	1	1	2	1	2	1	0	0	0	0	22	1.852522e-06	3.812898e-07	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr14	 31446124	 31446144	chr14-2415	    8.37	-	ENSG00000129480	DTD2	3'UTR|intron	3'UTR	3'UTR	2	1.983916e-05	0	1	3	1	2	1	1	0	1	1	0	0	0	0	0	0	11	6.175073e-07	7.625796e-07	1.198716e-06	0	0	4.743968e-06	0	0
chr14	 31446312	 31446332	chr14-72	  143.20	-	ENSG00000129480	DTD2	3'UTR|intron	3'UTR	3'UTR	2	0.0003619236	3	3	3	3	2	2	2	1	2	4	2	2	0	1	2	2	34	2.470029e-06	2.287739e-06	2.397432e-06	2.480118e-05	0	1.42319e-05	2.613474e-06	0
chr14	 31446487	 31446507	chr14-1407	   16.70	-	ENSG00000129480	DTD2	3'UTR|intron|Other	3'UTR	3'UTR	3	9.608388e-05	0	2	3	2	2	2	1	0	1	3	1	0	0	2	0	2	21	6.175073e-07	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr14	 31447088	 31447108	chr14-764	   23.80	-	ENSG00000129480	DTD2	3'UTR|intron	3'UTR	3'UTR	2	9.932738e-05	0	2	3	3	2	1	1	2	1	2	1	0	0	0	1	3	22	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	6.533684e-06	0
chr14	 31567162	 31567182	chr14-6366	    4.41	+	ENSG00000151413	NUBPL	downstream 10K|intron	intron	intron	2	1.578765e-05	1	0	0	0	1	1	1	0	2	2	0	0	0	0	0	0	8	6.175073e-07	0	1.198716e-06	0	0	4.743968e-06	5.226948e-06	0
chr14	 31603393	 31603413	chr14-3283	    4.85	+	ENSG00000151413	NUBPL	downstream 10K|intron	intron	intron	2	2.557342e-05	0	1	1	1	2	1	1	0	1	1	0	1	0	0	0	0	10	1.235015e-06	1.143869e-06	2.397432e-06	0	0	0	2.613474e-06	0
chr14	 31614537	 31614557	chr14-1097	   14.10	+	ENSG00000151413	NUBPL	intron	intron	intron	1	3.438477e-05	3	2	1	2	2	2	1	1	1	2	1	0	0	0	1	0	19	1.235015e-06	1.525159e-06	1.198716e-06	0	0	0	3.920211e-06	0
chr14	 31648632	 31648652	chr14-2522	   10.10	+	ENSG00000151413	NUBPL	intron	intron	intron	1	3.567823e-05	2	2	2	3	2	2	0	1	2	2	1	0	0	0	0	0	19	1.235015e-06	3.812898e-07	0	0	0	4.743968e-06	2.613474e-06	0
chr14	 31680522	 31680542	chr14-1894	   11.00	+	ENSG00000151413	NUBPL	downstream 10K|intron	intron	intron	2	5.030392e-05	1	2	1	2	1	2	2	0	1	2	1	2	0	0	0	0	17	2.470029e-06	0	1.198716e-06	8.267059e-06	0	0	2.613474e-06	0
chr14	 31680878	 31680898	chr14-3189	    6.17	+	ENSG00000151413	NUBPL	downstream 10K|intron	intron	intron	2	2.670944e-05	2	2	0	2	2	2	1	1	1	1	0	1	0	0	0	0	15	6.175073e-07	3.812898e-07	1.198716e-06	0	0	4.743968e-06	0	0
chr14	 31681363	 31681383	chr14-830	   20.30	+	ENSG00000151413	NUBPL	downstream 10K|intron	intron	intron	2	7.417713e-05	3	3	2	2	2	1	1	1	1	2	0	2	0	0	1	0	21	3.705044e-06	3.812898e-07	3.596148e-06	0	0	0	1.306737e-06	0
chr14	 31695014	 31695034	chr14-2586	    8.37	+	ENSG00000151413	NUBPL	intron	intron	intron	1	6.466284e-05	1	1	1	2	2	1	1	1	1	3	1	0	0	0	0	1	16	2.470029e-06	3.812898e-07	3.596148e-06	0	0	0	1.306737e-06	0
chr14	 31695362	 31695382	chr14-251	   34.80	+	ENSG00000151413	NUBPL	intron	intron	intron	1	9.186948e-05	3	3	3	3	2	2	1	0	2	4	1	0	0	1	1	0	26	6.175073e-07	7.625796e-07	1.198716e-06	0	0	4.743968e-06	3.920211e-06	0
chr14	 31729523	 31729543	chr14-5676	    6.17	+	ENSG00000151413	NUBPL	intron	intron	intron	1	1.772386e-05	1	1	0	1	2	1	1	0	1	2	1	0	0	0	0	0	11	6.175073e-07	3.812898e-07	1.198716e-06	0	0	0	2.613474e-06	0
chr14	 31730895	 31730915	chr14-2208	    8.37	+	ENSG00000151413	NUBPL	intron|TE	TE	TE	2	3.868097e-05	2	1	2	0	2	1	1	0	1	2	0	1	0	0	1	0	14	2.470029e-06	3.812898e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr14	 31753865	 31753885	chr14-3356	    7.49	+	ENSG00000151413	NUBPL	intron	intron	intron	1	1.500327e-05	1	2	0	2	2	1	1	0	1	1	0	0	0	0	0	0	11	2.470029e-06	3.812898e-07	4.794864e-06	0	0	0	1.306737e-06	0
chr14	 31759231	 31759251	chr14-1835	    9.70	+	ENSG00000151413	NUBPL	intron	intron	intron	1	3.357616e-05	2	3	1	1	2	2	0	1	2	3	0	0	0	0	1	0	18	6.175073e-07	7.625796e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr14	 31765649	 31765669	chr14-462	   30.40	+	ENSG00000151413	NUBPL	intron	intron	intron	1	7.074637e-05	3	3	2	3	2	1	1	0	1	2	1	0	0	0	0	1	20	6.175073e-07	3.812898e-07	2.397432e-06	0	0	0	3.920211e-06	0
chr14	 31819698	 31819718	chr14-3626	    5.73	+	ENSG00000151413	NUBPL	intron	intron	intron	1	1.587813e-05	0	1	0	1	1	1	1	0	2	2	0	0	0	0	0	0	9	6.175073e-07	0	2.397432e-06	0	0	4.743968e-06	1.306737e-06	0
chr14	 31823290	 31823310	chr14-3689	    7.49	+	ENSG00000151413	NUBPL	intron	intron	intron	1	2.118731e-05	2	1	1	2	2	1	0	0	2	2	1	1	0	0	0	0	15	6.175073e-07	3.812898e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr14	 31840985	 31841005	chr14-8221	    3.08	+	ENSG00000151413	NUBPL	intron	intron	intron	1	1.028847e-05	0	1	0	1	1	1	1	0	2	0	0	0	0	0	0	0	7	1.235015e-06	0	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
chr14	 31851897	 31851917	chr14-2548	    8.81	+	ENSG00000151413	NUBPL	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.343663e-05	2	2	2	1	2	1	0	0	2	0	0	0	0	0	1	0	13	6.175073e-07	3.812898e-07	0	0	0	4.743968e-06	1.306737e-06	0
chr14	 32078541	 32078561	chr14-92	   78.40	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0003301325	3	3	3	3	2	2	1	2	2	4	3	2	0	0	2	3	35	1.296765e-05	2.669029e-06	1.198716e-05	0	0	1.42319e-05	9.147158e-06	0
chr14	 32078993	 32079013	chr14-193	   41.40	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.000241315	3	3	3	3	2	1	1	1	3	3	1	0	1	1	0	1	27	4.322551e-06	7.625796e-07	4.794864e-06	0	0	4.743968e-06	5.226948e-06	4.44919e-05
chr14	 32079256	 32079276	chr14-2328	   12.80	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	4.392065e-05	2	3	1	2	1	1	1	0	2	1	1	0	0	0	0	0	15	1.235015e-06	0	1.198716e-06	0	0	9.487936e-06	3.920211e-06	0
chr14	 32079536	 32079556	chr14-114	   59.50	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001649372	3	3	3	3	2	2	1	1	1	4	2	3	0	1	1	1	31	6.792581e-06	3.812898e-07	9.589727e-06	0	0	0	3.920211e-06	0
chr14	 32079868	 32079888	chr14-554	   21.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	6.631892e-05	2	1	2	3	2	2	1	0	2	3	0	3	0	0	1	0	22	3.087537e-06	7.625796e-07	1.198716e-06	0	0	4.743968e-06	1.306737e-06	0
chr14	 32080084	 32080104	chr14-231	   47.20	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001542553	3	3	3	3	2	1	2	2	2	4	1	3	0	2	0	1	32	1.235015e-06	1.143869e-06	2.397432e-06	1.653412e-05	0	9.487936e-06	1.306737e-06	0
chr14	 32080557	 32080577	chr14-329	   30.00	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001499523	3	2	3	3	2	1	1	1	1	4	1	1	0	0	0	0	23	6.792581e-06	3.812898e-07	7.192296e-06	0	0	0	7.840421e-06	0
chr14	 32080730	 32080750	chr14-2180	    9.70	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	2.880732e-05	1	0	2	3	2	2	2	1	1	0	0	0	0	0	0	0	14	6.175073e-07	1.143869e-06	2.397432e-06	8.267059e-06	0	0	1.306737e-06	0
chr14	 32081052	 32081072	chr14-729	   20.30	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.000106029	3	3	3	3	2	2	2	1	1	3	1	2	0	0	1	0	27	3.705044e-06	3.812898e-07	7.192296e-06	8.267059e-06	0	0	2.613474e-06	0
chr14	 32082376	 32082396	chr14-802	   15.90	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	4.86509e-05	3	3	3	1	2	1	1	1	1	2	0	1	0	0	1	0	20	1.235015e-06	3.812898e-07	1.198716e-06	0	0	4.743968e-06	0	0
chr14	 32084192	 32084212	chr14-1140	   12.30	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	5.338601e-05	2	2	3	3	2	2	1	1	1	2	0	2	0	0	0	0	21	6.175073e-07	1.525159e-06	0	8.267059e-06	0	0	1.306737e-06	0
chr14	 32085517	 32085537	chr14-529	   32.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	8.311412e-05	3	3	2	3	2	1	1	0	2	4	1	0	0	0	1	0	23	1.852522e-06	3.812898e-07	4.794864e-06	0	0	4.743968e-06	3.920211e-06	0
chr14	 32085577	 32085597	chr14-406	   27.80	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	7.387605e-05	3	3	3	3	2	1	1	1	1	2	2	1	0	0	1	0	24	1.235015e-06	1.143869e-06	2.397432e-06	0	0	0	1.306737e-06	0
chr14	 32085655	 32085675	chr14-149	   52.90	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001900072	3	3	3	3	2	2	2	2	2	3	2	1	0	1	1	2	32	1.111513e-05	1.143869e-06	1.318588e-05	8.267059e-06	0	9.487936e-06	2.613474e-06	0
chr14	 32085931	 32085951	chr14-1260	   13.20	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	4.777129e-05	1	2	2	2	2	2	2	0	1	1	1	0	0	0	0	0	16	2.470029e-06	3.812898e-07	2.397432e-06	8.267059e-06	0	0	3.920211e-06	0
chr14	 32086327	 32086347	chr14-215	   43.20	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001620249	3	3	3	3	2	2	1	2	1	4	3	1	1	1	1	0	31	6.175073e-06	1.143869e-06	7.192296e-06	0	0	0	6.533684e-06	0
chr14	 32086715	 32086735	chr14-19	  157.80	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.000485444	3	3	3	3	2	2	1	2	2	4	2	4	0	0	1	1	33	1.790771e-05	2.669029e-06	1.798074e-05	0	0	9.487936e-06	7.840421e-06	0
chr14	 32086800	 32086820	chr14-733	   25.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001090737	3	2	3	3	2	2	1	1	2	3	2	0	0	0	1	2	27	2.470029e-06	1.143869e-06	2.397432e-06	0	0	9.487936e-06	2.613474e-06	0
chr14	 32087205	 32087225	chr14-133	   54.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0002270403	3	3	3	3	2	2	2	0	2	2	1	1	0	1	1	2	28	3.705044e-06	1.143869e-06	2.397432e-06	8.267059e-06	0	9.487936e-06	1.306737e-06	0
chr14	 32087503	 32087523	chr14-77	   72.30	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0002582889	3	3	3	3	2	2	2	1	2	4	2	0	0	0	1	2	30	4.322551e-06	1.906449e-06	1.198716e-06	1.653412e-05	0	1.897587e-05	0	4.44919e-05
chr14	 32088091	 32088111	chr14-872	   16.70	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	4.86155e-05	3	3	3	3	2	2	1	1	1	3	1	0	0	0	0	0	23	1.852522e-06	3.812898e-07	3.596148e-06	0	0	0	2.613474e-06	0
chr14	 32088286	 32088306	chr14-673	   19.00	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	5.891066e-05	2	3	3	2	2	1	1	1	2	3	1	1	0	0	0	0	22	4.940059e-06	7.625796e-07	5.99358e-06	0	0	4.743968e-06	1.306737e-06	0
chr14	 32088421	 32088441	chr14-1258	   13.20	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	4.4586e-05	3	3	1	3	2	1	1	0	1	2	2	1	0	0	1	0	21	2.470029e-06	7.625796e-07	3.596148e-06	0	0	0	1.306737e-06	0
chr14	 32089060	 32089080	chr14-623	   24.70	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001005706	1	2	2	3	1	2	2	1	2	3	2	2	0	1	0	0	24	2.470029e-06	0	5.99358e-06	8.267059e-06	0	4.743968e-06	2.613474e-06	0
chr14	 32089157	 32089177	chr14-785	   18.50	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	6.111071e-05	1	0	1	2	2	2	1	1	1	4	0	1	0	1	1	0	18	6.175073e-06	3.812898e-07	4.794864e-06	0	0	0	1.306737e-06	0
chr14	 32089200	 32089220	chr14-960	   17.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	9.66828e-05	3	1	3	3	2	2	1	2	1	1	2	2	0	0	0	0	23	5.557566e-06	3.812898e-07	5.99358e-06	0	0	0	6.533684e-06	0
chr14	 32089354	 32089374	chr14-41	  119.90	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0003412852	3	3	3	3	2	2	1	1	2	4	1	3	0	1	2	2	33	1.235015e-05	3.812898e-07	1.438459e-05	0	0	4.743968e-06	9.147158e-06	0
chr14	 32090103	 32090123	chr14-319	   36.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001101307	2	3	3	3	2	1	2	1	2	1	2	0	0	0	1	0	23	6.792581e-06	7.625796e-07	8.391012e-06	1.653412e-05	0	4.743968e-06	5.226948e-06	0
chr14	 32090270	 32090290	chr14-700	   27.30	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	8.050482e-05	1	3	2	3	1	2	1	1	2	3	2	1	0	0	1	0	23	1.852522e-06	0	1.078844e-05	0	0	4.743968e-06	3.920211e-06	0
chr14	 32090607	 32090627	chr14-51	  105.80	+	ENSG00000100852	ARHGAP5	5'UTR|intron	5'UTR	5'UTR	2	0.0002599346	3	3	3	3	2	2	1	1	1	3	2	0	1	1	1	2	29	9.26261e-06	4.194188e-06	7.192296e-06	0	0	0	3.920211e-06	0
chr14	 32092312	 32092332	chr14-934	   22.90	+	ENSG00000100852	ARHGAP5	CDS|intron	CDS	CDS	2	7.40396e-05	1	3	2	3	2	2	1	0	1	3	1	1	0	0	1	2	23	2.470029e-06	3.812898e-07	0	8.267059e-06	0	0	1.306737e-06	0
chr14	 32092411	 32092431	chr14-897	   18.50	+	ENSG00000100852	ARHGAP5	CDS|intron	CDS	CDS	2	0.0001147052	1	1	3	3	2	2	1	1	1	3	2	3	1	0	1	1	26	8.027595e-06	7.625796e-07	1.198716e-06	0	0	0	1.306737e-06	0
chr14	 32092471	 32092491	chr14-10	  479.90	+	ENSG00000100852	ARHGAP5	CDS|intron	CDS	CDS	2	0.002346939	3	3	3	3	2	2	2	2	4	3	3	4	3	4	5	6	52	2.778783e-05	4.956767e-06	3.116661e-05	8.267059e-06	5.063804e-05	9.487936e-06	1.829432e-05	4.44919e-05
chr14	 32093730	 32093750	chr14-284	   38.30	+	ENSG00000100852	ARHGAP5	CDS|intron	CDS	CDS	2	0.0001851716	1	2	3	3	2	2	1	2	1	3	2	1	0	0	2	5	30	1.852522e-06	7.625796e-07	4.794864e-06	0	0	0	2.613474e-06	0
chr14	 32094441	 32094461	chr14-481	   26.40	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001137817	3	3	0	1	2	2	1	1	1	3	2	0	1	1	0	0	21	1.235015e-06	7.625796e-07	3.596148e-06	0	0	0	7.840421e-06	0
chr14	 32094556	 32094576	chr14-127	   76.20	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0002394809	3	3	3	3	2	2	1	1	2	4	2	2	0	0	2	2	32	7.410088e-06	3.812898e-07	1.678202e-05	0	0	9.487936e-06	5.226948e-06	0
chr14	 32094632	 32094652	chr14-131	   70.50	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0002056624	3	3	3	3	2	2	1	2	2	3	1	3	0	1	2	2	33	4.322551e-06	1.525159e-06	2.397432e-06	0	0	4.743968e-06	9.147158e-06	0
chr14	 32094727	 32094747	chr14-143	   63.50	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0002025396	3	3	2	3	2	1	1	1	2	3	3	4	0	0	1	0	29	1.049762e-05	1.143869e-06	2.157689e-05	0	0	9.487936e-06	5.226948e-06	0
chr14	 32095207	 32095227	chr14-115	   79.80	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0002301941	3	3	3	3	1	2	1	1	2	2	1	1	0	1	0	0	24	1.049762e-05	0	1.438459e-05	0	0	1.42319e-05	1.176063e-05	0
chr14	 32095370	 32095390	chr14-189	   43.60	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001577654	3	3	2	3	2	2	1	0	2	2	1	3	0	0	2	0	26	5.557566e-06	2.669029e-06	4.794864e-06	0	0	1.42319e-05	7.840421e-06	0
chr14	 32095999	 32096019	chr14-141	   62.10	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0001622668	3	3	3	3	2	2	1	0	2	3	2	2	0	0	1	0	27	6.792581e-06	2.287739e-06	7.192296e-06	0	0	1.897587e-05	1.04539e-05	0
chr14	 32096155	 32096175	chr14-11	  191.30	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	0.0006326891	3	3	3	3	2	2	1	2	2	4	3	4	1	1	3	2	39	2.099525e-05	3.812898e-06	2.637175e-05	0	0	1.42319e-05	2.352126e-05	0
chr14	 32096324	 32096344	chr14-411	   25.10	+	ENSG00000100852	ARHGAP5	intron	intron	intron	1	9.799728e-05	3	1	2	3	2	2	2	1	2	4	1	2	0	0	1	0	26	3.087537e-06	7.625796e-07	2.397432e-06	8.267059e-06	0	9.487936e-06	6.533684e-06	0
